SeniorCitizen,customer_tenure_months,monthly_spend,support_tickets_last_90d,feature_usage_score,days_since_last_login,subscription_plan_encoded,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_high_value_customer,engagement_trend
0,24,99.3,2,50.41329070512736,28,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,1,0.5717480060541282
0,43,19.65,0,46.46377918883812,11,2,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.7706200047035345
0,17,69.0,0,52.39943735684642,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,0,0.8320721985968955
1,34,85.2,0,35.306379763406234,3,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0,0.7704657103224654
0,10,44.85,5,7.45992074964753,13,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.29801455064697324
1,40,91.55,2,65.01189371007352,7,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.7176322382928376
1,52,59.85,1,75.66789644727211,5,2,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.8290781733427589
0,51,93.8,2,52.4736335824542,0,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,1,0.7082454452748473
0,13,100.75,1,65.17905764418433,24,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,1,0.7061524143695034
0,18,64.8,0,47.10842719807034,13,0,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0.7635095721417159
0,30,64.5,1,73.43190335512249,7,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,0.8123656037763342
0,4,74.8,1,36.72859800458028,34,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0.5650212526078602
0,4,63.75,1,56.89868394856093,8,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0,0.7526252427914994
0,1,20.2,0,41.79311490192337,27,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.6809770496730779
0,38,19.6,1,52.35982355503937,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7699031155538351
0,72,84.7,0,80.19720893334045,19,2,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.8460277334815052
0,72,80.45,0,65.53372693243792,7,2,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.8527050157007189
0,1,54.65,0,71.90918705448259,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.8785861790704975
0,56,103.2,0,45.498982051849445,10,2,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,1,0.7720336438765352
1,15,75.65,2,51.68438674837592,26,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.585244252124216
0,65,26.5,2,50.025502330200055,0,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.7000850077673335
0,5,64.4,1,79.23162587139768,3,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0.8502165306824367
0,72,25.2,1,75.2559831595523,12,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.7952977216429522
0,72,97.85,1,55.272119101148334,11,2,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.7333144710779019
0,34,49.8,1,76.92818666296779,7,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8240198814691518
1,64,94.25,0,49.605851547793975,10,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,1,0.7857232088630169
0,65,20.4,1,71.09638936045904,23,2,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.730506483053382
0,54,97.2,2,74.96931483213825,10,2,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,1,0.7369347531441646
0,1,20.35,0,75.47642856749437,5,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8951066137434998
0,11,84.8,0,89.32989324224685,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,0.9644329774741562
0,6,55.15,1,24.436719400403422,3,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6675668424457891
0,69,24.25,0,64.44200384828407,10,2,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.8351770498646506
0,3,20.5,0,60.964423178813725,17,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.7911777068923421
0,72,65.25,1,68.78987653468172,9,2,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0,0.7876329217822725
0,52,68.75,1,36.14713015118553,0,1,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.7204904338372851
1,35,99.05,0,71.62371832370981,2,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,1,0.8961531351531068
0,64,102.45,2,72.33513448031327,4,1,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,0.7559319297491923
0,66,20.35,0,52.67980795241871,14,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.7774512116932476
0,28,104.8,3,35.660969523694064,33,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,1,0.43275878730120243
0,45,112.2,2,55.31802948688069,0,1,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,0.717726764956269
0,44,20.4,0,55.78465204085919,0,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8526155068028639
1,2,85.55,3,47.572658293991566,7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.5928347869058977
0,55,75.0,0,60.193519433524585,9,1,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,0.8256450647784153
0,2,45.85,2,14.506826136466607,17,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.502985716751185
0,72,103.95,0,51.76418353261701,10,2,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1,0.7929176488124271
0,1,79.55,5,17.49185771578461,21,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.2944173034970598
0,37,40.2,2,46.51765542002167,6,0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0.6606144069556278
0,62,69.4,0,65.84771474066129,18,2,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,0,0.8028257158022042
0,11,20.9,0,59.82615323521768,10,2,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8197908811544293
0,66,19.35,0,24.7789740434876,11,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.6983373208856994
1,26,60.7,1,59.94131236057383,6,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,0.7720265967574683
0,7,19.5,2,33.05585149833696,12,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.587963949438901
0,10,99.85,0,49.1473880150025,33,0,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,1,0.6777135156055639
0,72,107.45,2,75.67811373048376,0,2,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,1,0.7855937124349458
0,1,69.8,0,40.47771560453969,34,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6441849779410581
0,4,50.3,0,83.84344999293866,4,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.927626314791277
0,12,19.7,1,60.44343430308152,0,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8014781143436052
0,1,47.95,1,89.12619183077554,6,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8693095283248073
0,46,108.9,0,35.938184812945124,7,2,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,0.7540532086357431
0,24,51.1,0,63.18449426490715,9,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.8356149808830239
0,11,78.0,1,51.36993947935382,15,0,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.7017886871534017
0,20,20.05,0,75.46564108173992,1,2,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.91358917397617
0,33,95.3,0,89.94228479632389,12,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1,0.9109187270988574
0,13,84.45,4,23.41776554432086,24,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,0,0.3669481073699585
0,49,20.15,0,55.59852896530031,16,2,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.777921022476927
0,14,19.6,1,80.39577319501345,7,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.8355785032426374
1,24,78.85,3,36.40187737649529,26,0,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.46763588755128055
0,4,101.15,0,13.78305482950519,25,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,1,0.5968694420242766
0,49,100.6,2,41.091276648116434,33,1,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,1,0.5175264777159437
0,4,19.0,0,58.94289639183816,4,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8446244694542754
0,71,24.55,1,69.67775244721354,7,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.7998517674166377
0,57,20.65,1,82.35215393825214,4,2,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.8559886612756552
0,19,84.75,2,85.33233288454015,7,0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.7853670355410598
0,19,73.85,5,14.085533746933734,23,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.27380363100829763
0,15,85.3,0,60.94660682238036,14,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0.8050072079264531
1,50,108.75,0,54.72189305570226,19,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,1,0.7611100138893779
0,18,90.0,3,21.192668183906328,25,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,1,0.4215681532056137
0,36,60.7,1,62.304736939449285,14,1,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,0,0.7428676416500162
0,38,69.0,0,60.8427587758848,16,1,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,0,0.7954017885122086
0,72,106.1,3,72.77013183259706,18,2,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1,0.6259004394419901
1,2,24.45,4,29.248730870466023,36,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.3308291029015534
0,48,75.15,2,53.35924395701737,8,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.6741604428196876
0,1,50.1,5,44.058755622250615,15,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.4107514076297243
0,69,106.35,1,57.86571461332278,2,2,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,1,0.7836264561184834
0,12,45.0,0,95.10450323785469,10,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.9373853811632195
0,4,19.95,0,85.49614113297963,6,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.9238760259988209
0,1,70.45,0,43.004396372247136,6,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.7822368767963793
0,46,24.45,1,71.46281424203346,7,1,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.8058019733993708
0,66,20.55,1,72.68109835173084,7,2,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8098629204316955
0,11,36.05,0,60.50327395227364,10,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0.8220479502112825
0,24,35.75,0,49.854904263546814,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.8328496808784894
0,70,114.75,1,38.67496427911452,12,2,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,0.6733609920414928
0,63,19.95,2,66.65513590332174,8,2,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.7184800826407022
0,6,20.0,0,68.233177732805,7,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8617031850352759
0,14,19.9,0,82.09475366444744,15,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8708714011037136
0,69,26.0,0,44.83504559885989,5,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.7929686705147182
0,7,53.65,0,85.82946432198264,1,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.9481352514436457
0,3,79.65,4,36.46126014596469,32,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.37338938567173413
0,58,61.05,0,49.98326408567565,9,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.7916108802855856
0,11,25.2,0,30.74883110213429,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.7691627703404477
0,72,113.4,0,56.26914863876201,5,2,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1,0.8310823473143918
0,62,25.8,0,62.06637607761056,8,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.8365175498883315
0,2,19.85,0,25.50816714495152,8,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7146568534461347
0,31,104.35,2,75.04214627932711,3,0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,1,0.7695849320422016
0,1,23.45,0,18.3773795527288,33,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.5751468207313183
0,4,19.7,0,61.77891634585311,7,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.840188980412103
0,47,95.2,0,64.30901893681188,4,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,1,0.8625115446041877
0,41,80.55,1,34.18429311555506,7,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,0,0.6815402363111095
0,47,41.9,0,97.1539370058512,15,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0,0.921068678908393
0,1,35.45,0,37.022021349353054,37,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.6187771082015473
0,8,19.95,0,72.71893130032923,5,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8859149561862827
0,34,84.75,4,54.19373633287592,9,2,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.5389791211095863
0,43,24.25,2,70.55693825626227,11,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7175972015949483
0,4,50.55,1,65.72882505004515,3,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.8052071946112617
0,53,97.75,4,51.61161303067183,1,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,0.5674090804726099
0,69,90.65,0,56.1489929477992,8,2,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1,0.8167929394556269
0,3,74.5,0,80.31316387867625,12,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.8788216573733654
0,64,65.8,1,66.68095158171428,11,1,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0.7713439126797884
0,10,24.8,1,51.895717081564754,0,0,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7729857236052159
0,25,20.6,2,62.890198947742086,7,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7105599224183995
0,1,50.6,0,29.79704018113084,16,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6919160598630287
0,32,87.65,2,89.20992730356424,9,0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.7890330910118809
0,36,79.2,0,80.61203736225164,9,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0,0.8937067912075055
0,30,55.3,0,60.58373742025996,18,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.7852791247341999
0,25,74.3,3,31.2762332920836,22,1,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.4690689257884268
1,29,103.95,1,61.27196593539215,15,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.7347954420068629
0,1,76.0,4,53.88329308614232,23,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.47312949547232624
0,57,109.4,1,47.32442232425586,20,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.6651554818215937
0,25,19.9,0,42.968515364541474,16,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7358209771410641
1,32,106.35,4,33.92621460659181,32,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,1,0.3649392338738246
0,71,86.85,0,79.83606487217595,17,2,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.8540831792035495
0,4,35.0,1,61.65703133829204,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.754597511868381
0,55,90.15,0,54.438735242885286,11,1,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,1,0.7972031915503583
0,17,91.85,1,47.40419091414199,11,0,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1,0.7070880437878807
0,63,24.65,1,52.42474093882235,11,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7238232105368153
1,7,44.4,0,77.1308188852837,2,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,0,0.9145101370250197
0,72,117.8,2,30.82122914364928,0,1,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1,0.6360707638121642
1,45,34.2,1,70.77093065755804,17,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0.7571993984881565
0,1,89.35,0,65.4576065143892,18,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,0,0.8015253550479641
0,72,110.45,1,71.71513431910728,0,2,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,1,0.8390504477303576
0,12,81.45,2,64.33956953810642,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.7477985651270215
1,30,101.5,0,69.90733473518546,15,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,1,0.830246671339507
1,72,112.9,0,48.30683286960935,0,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,0.827689442898698
1,25,69.3,0,71.14514541075116,15,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.834372706924726
0,27,85.2,1,60.4925371365196,4,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0.7831232719365468
0,58,71.6,1,67.6609809920384,8,2,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,0,0.7884995662697576
0,2,45.0,2,34.81585199746736,22,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.5475343214730394
0,60,59.8,0,50.12829760362458,10,1,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0,0.7874646957157857
0,20,19.7,1,93.472445028037,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.9069451871304937
1,63,83.0,0,64.1132255269525,9,1,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0.8387107517565084
0,14,19.75,1,52.25909735204479,13,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.7140118059882975
0,29,20.35,2,44.1098896908776,10,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.6340700026732957
0,1,68.95,3,36.9413251522295,39,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.40924886161854274
0,29,89.65,2,50.95563286677873,6,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0,0.6754076651114845
0,4,51.75,3,52.28375977809122,23,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.5344643844454892
0,70,115.55,0,39.933373050905615,8,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1,0.7627408731326484
0,6,55.9,2,41.59504583409536,34,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0.5145760787062438
1,4,94.75,0,69.54270733026054,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,1,0.8984756911008684
0,46,19.75,2,66.6384364353421,1,2,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.7508318251548441
0,9,44.4,0,36.45965485912208,11,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.7372729236044809
0,1,71.35,0,50.66579077814869,14,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.7707378211123475
0,31,101.4,0,55.45108833499941,5,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,1,0.8283554796351833
1,1,75.35,4,27.74782797508435,16,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.4184186858428737
0,45,73.85,1,83.65274738383826,10,2,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,0,0.8325461949831646
0,11,64.05,0,58.7633106127627,13,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0.8023591835240239
0,63,109.85,2,54.65284547055684,6,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1,0.6877317071240783
0,3,24.6,0,52.74774137394276,3,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.8286035823575869
0,16,64.25,0,45.573563688401975,13,2,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0.7583933604428214
