customer_id,timestamp,churn_probability,risk_tier,tenure_segment,is_high_value,monthly_spend,recommended_action,rule_fired,true_churn_label
219,2026-09-01T15:35:16.950127,0.9581,High,Loyal,False,65.25,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
220,2026-09-01T15:35:16.950127,0.0424,Low,Loyal,True,95.8,No action needed,RULE_LOW_NO_ACTION,0
221,2026-09-01T15:35:16.950127,0.0404,Low,Loyal,False,64.85,No action needed,RULE_LOW_NO_ACTION,0
222,2026-09-01T15:35:16.950127,0.0349,Low,Established,False,49.8,No action needed,RULE_LOW_NO_ACTION,0
223,2026-09-01T15:35:16.950127,0.0091,Low,Loyal,False,20.9,No action needed,RULE_LOW_NO_ACTION,0
224,2026-09-01T15:35:16.951133,0.3491,Medium,Established,True,94.55,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
225,2026-09-01T15:35:16.951133,0.0044,Low,Loyal,True,98.45,No action needed,RULE_LOW_NO_ACTION,0
226,2026-09-01T15:35:16.951133,0.0006,Low,Loyal,False,19.6,No action needed,RULE_LOW_NO_ACTION,0
227,2026-09-01T15:35:16.951133,0.0015,Low,Established,False,20.45,No action needed,RULE_LOW_NO_ACTION,0
228,2026-09-01T15:35:16.951133,0.9871,High,Established,True,104.25,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
229,2026-09-01T15:35:16.951133,0.7038,High,Established,False,89.15,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
230,2026-09-01T15:35:16.952131,0.0028,Low,Loyal,True,111.15,No action needed,RULE_LOW_NO_ACTION,0
231,2026-09-01T15:35:16.952131,0.9576,High,Established,True,90.2,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
232,2026-09-01T15:35:16.952131,0.8622,High,Loyal,True,91.25,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,0
233,2026-09-01T15:35:16.952131,0.0111,Low,Loyal,False,81.8,No action needed,RULE_LOW_NO_ACTION,0
234,2026-09-01T15:35:16.953132,0.9988,High,New,False,74.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
235,2026-09-01T15:35:16.953132,0.9992,High,New,False,76.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
236,2026-09-01T15:35:16.953132,0.9871,High,Loyal,True,111.1,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
237,2026-09-01T15:35:16.953132,0.1474,Medium,Established,False,68.55,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
238,2026-09-01T15:35:16.953132,0.0077,Low,Loyal,False,45.0,No action needed,RULE_LOW_NO_ACTION,0
239,2026-09-01T15:35:16.953132,0.0085,Low,Loyal,True,100.85,No action needed,RULE_LOW_NO_ACTION,0
240,2026-09-01T15:35:16.953132,0.9994,High,New,False,30.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
241,2026-09-01T15:35:16.954130,0.9916,High,Loyal,True,95.9,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
242,2026-09-01T15:35:16.954130,0.0025,Low,Loyal,True,89.95,No action needed,RULE_LOW_NO_ACTION,0
243,2026-09-01T15:35:16.954130,0.002,Low,Loyal,True,105.15,No action needed,RULE_LOW_NO_ACTION,0
244,2026-09-01T15:35:16.954130,0.9969,High,New,False,59.2,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
245,2026-09-01T15:35:16.954130,0.9903,High,Established,True,98.15,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
246,2026-09-01T15:35:16.954130,0.9944,High,New,False,84.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
247,2026-09-01T15:35:16.954130,0.0015,Low,Established,False,20.85,No action needed,RULE_LOW_NO_ACTION,0
248,2026-09-01T15:35:16.954130,0.0018,Low,Established,False,26.1,No action needed,RULE_LOW_NO_ACTION,0
249,2026-09-01T15:35:16.954130,0.904,High,Loyal,False,74.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
250,2026-09-01T15:35:16.954130,0.003,Low,Loyal,False,20.55,No action needed,RULE_LOW_NO_ACTION,0
251,2026-09-01T15:35:16.955129,0.2077,Medium,Established,False,18.85,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
252,2026-09-01T15:35:16.955129,0.0099,Low,Established,False,20.85,No action needed,RULE_LOW_NO_ACTION,0
253,2026-09-01T15:35:16.955129,0.2058,Medium,Loyal,False,84.1,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
254,2026-09-01T15:35:16.955129,0.9957,High,New,False,46.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
255,2026-09-01T15:35:16.955129,0.0047,Low,Established,False,19.55,No action needed,RULE_LOW_NO_ACTION,0
256,2026-09-01T15:35:16.955129,0.0061,Low,Established,False,20.2,No action needed,RULE_LOW_NO_ACTION,0
257,2026-09-01T15:35:16.955129,0.0508,Low,Established,False,88.8,No action needed,RULE_LOW_NO_ACTION,0
258,2026-09-01T15:35:16.955129,0.8658,High,Loyal,True,100.55,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,0
259,2026-09-01T15:35:16.955129,0.0096,Low,Loyal,True,101.4,No action needed,RULE_LOW_NO_ACTION,0
260,2026-09-01T15:35:16.955129,0.0078,Low,New,False,55.3,No action needed,RULE_LOW_NO_ACTION,0
261,2026-09-01T15:35:16.955129,0.0185,Low,Loyal,True,113.75,No action needed,RULE_LOW_NO_ACTION,0
262,2026-09-01T15:35:16.956128,0.0017,Low,Loyal,False,25.4,No action needed,RULE_LOW_NO_ACTION,0
263,2026-09-01T15:35:16.956128,0.0018,Low,Established,False,20.0,No action needed,RULE_LOW_NO_ACTION,0
264,2026-09-01T15:35:16.956128,0.2731,Medium,New,False,73.5,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,1
265,2026-09-01T15:35:16.956128,0.9983,High,Loyal,False,51.2,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
266,2026-09-01T15:35:16.956128,0.9986,High,New,False,74.4,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
267,2026-09-01T15:35:16.956128,0.0021,Low,Loyal,False,65.85,No action needed,RULE_LOW_NO_ACTION,0
268,2026-09-01T15:35:16.956128,0.0054,Low,Loyal,True,111.5,No action needed,RULE_LOW_NO_ACTION,0
269,2026-09-01T15:35:16.956128,0.0169,Low,New,False,48.6,No action needed,RULE_LOW_NO_ACTION,0
270,2026-09-01T15:35:16.956128,0.0282,Low,New,False,29.9,No action needed,RULE_LOW_NO_ACTION,0
271,2026-09-01T15:35:16.956128,0.0012,Low,Loyal,False,24.85,No action needed,RULE_LOW_NO_ACTION,0
272,2026-09-01T15:35:16.957128,0.4182,Medium,New,False,49.2,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
273,2026-09-01T15:35:16.957128,0.0023,Low,New,False,25.85,No action needed,RULE_LOW_NO_ACTION,0
274,2026-09-01T15:35:16.957128,0.0029,Low,Loyal,True,115.5,No action needed,RULE_LOW_NO_ACTION,0
275,2026-09-01T15:35:16.957128,0.1474,Medium,New,False,85.95,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
276,2026-09-01T15:35:16.957128,0.9996,High,New,False,85.55,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
277,2026-09-01T15:35:16.957128,0.0063,Low,Established,True,89.95,No action needed,RULE_LOW_NO_ACTION,0
278,2026-09-01T15:35:16.957128,0.9995,High,New,False,88.35,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
279,2026-09-01T15:35:16.957128,0.0013,Low,Established,False,20.05,No action needed,RULE_LOW_NO_ACTION,0
280,2026-09-01T15:35:16.957128,0.0238,Low,Established,False,24.95,No action needed,RULE_LOW_NO_ACTION,0
281,2026-09-01T15:35:16.957128,0.0046,Low,Established,False,20.1,No action needed,RULE_LOW_NO_ACTION,0
282,2026-09-01T15:35:16.957128,0.1451,Medium,New,False,49.9,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
283,2026-09-01T15:35:16.958127,0.0566,Low,Established,False,19.65,No action needed,RULE_LOW_NO_ACTION,0
284,2026-09-01T15:35:16.958127,0.1585,Medium,Established,False,79.55,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
285,2026-09-01T15:35:16.958127,0.7544,High,Established,True,106.7,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
286,2026-09-01T15:35:16.958127,0.9953,High,Established,False,55.7,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
287,2026-09-01T15:35:16.958127,0.0437,Low,Loyal,True,99.0,No action needed,RULE_LOW_NO_ACTION,0
288,2026-09-01T15:35:16.958127,0.9991,High,Loyal,False,85.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
289,2026-09-01T15:35:16.958127,0.0006,Low,Loyal,False,20.15,No action needed,RULE_LOW_NO_ACTION,0
290,2026-09-01T15:35:16.958127,0.7981,High,New,False,19.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
291,2026-09-01T15:35:16.958127,0.0746,Low,Loyal,False,70.45,No action needed,RULE_LOW_NO_ACTION,0
292,2026-09-01T15:35:16.958127,0.022,Low,Loyal,True,116.8,No action needed,RULE_LOW_NO_ACTION,0
293,2026-09-01T15:35:16.958127,0.0055,Low,Loyal,False,66.3,No action needed,RULE_LOW_NO_ACTION,0
294,2026-09-01T15:35:16.959127,0.022,Low,New,False,20.55,No action needed,RULE_LOW_NO_ACTION,0
295,2026-09-01T15:35:16.959127,0.0036,Low,Loyal,True,90.45,No action needed,RULE_LOW_NO_ACTION,0
296,2026-09-01T15:35:16.959127,0.0055,Low,Loyal,True,94.3,No action needed,RULE_LOW_NO_ACTION,0
297,2026-09-01T15:35:16.959127,0.7558,High,Established,False,19.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
298,2026-09-01T15:35:16.959127,0.0053,Low,Loyal,False,24.6,No action needed,RULE_LOW_NO_ACTION,0
299,2026-09-01T15:35:16.959127,0.2508,Medium,Established,False,45.9,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
300,2026-09-01T15:35:16.959127,0.0009,Low,Loyal,False,25.1,No action needed,RULE_LOW_NO_ACTION,0
301,2026-09-01T15:35:16.959127,0.1345,Medium,Loyal,True,108.15,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,1
302,2026-09-01T15:35:16.959127,0.6685,High,New,False,74.1,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
303,2026-09-01T15:35:16.959127,0.008,Low,Loyal,False,70.8,No action needed,RULE_LOW_NO_ACTION,0
304,2026-09-01T15:35:16.959127,0.9971,High,Established,True,95.15,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
305,2026-09-01T15:35:16.960128,0.0042,Low,Established,False,61.55,No action needed,RULE_LOW_NO_ACTION,0
306,2026-09-01T15:35:16.960128,0.3325,Medium,Loyal,False,73.05,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
307,2026-09-01T15:35:16.960128,0.06,Low,Established,False,69.45,No action needed,RULE_LOW_NO_ACTION,0
308,2026-09-01T15:35:16.960128,0.0478,Low,New,False,20.05,No action needed,RULE_LOW_NO_ACTION,0
309,2026-09-01T15:35:16.960128,0.0093,Low,Established,False,19.95,No action needed,RULE_LOW_NO_ACTION,0
310,2026-09-01T15:35:16.960128,0.9798,High,New,True,90.4,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,0
311,2026-09-01T15:35:16.960128,0.7891,High,New,False,74.55,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
312,2026-09-01T15:35:16.960128,0.0071,Low,Loyal,False,53.5,No action needed,RULE_LOW_NO_ACTION,0
313,2026-09-01T15:35:16.960128,0.0074,Low,Loyal,False,63.7,No action needed,RULE_LOW_NO_ACTION,0
314,2026-09-01T15:35:16.960128,0.0015,Low,Loyal,False,75.0,No action needed,RULE_LOW_NO_ACTION,0
315,2026-09-01T15:35:16.960128,0.0014,Low,Loyal,False,25.05,No action needed,RULE_LOW_NO_ACTION,0
316,2026-09-01T15:35:16.960128,0.0039,Low,Loyal,True,99.35,No action needed,RULE_LOW_NO_ACTION,0
317,2026-09-01T15:35:16.961127,0.0142,Low,Established,False,44.45,No action needed,RULE_LOW_NO_ACTION,0
318,2026-09-01T15:35:16.961127,0.8082,High,New,False,21.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
319,2026-09-01T15:35:16.961127,0.9995,High,New,False,76.65,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
320,2026-09-01T15:35:16.961127,0.0128,Low,Loyal,True,96.35,No action needed,RULE_LOW_NO_ACTION,0
321,2026-09-01T15:35:16.961127,0.1633,Medium,New,False,70.35,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
322,2026-09-01T15:35:16.961127,0.966,High,New,False,50.45,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
323,2026-09-01T15:35:16.961127,0.0013,Low,Established,False,20.3,No action needed,RULE_LOW_NO_ACTION,0
324,2026-09-01T15:35:16.961127,0.0164,Low,Loyal,False,69.5,No action needed,RULE_LOW_NO_ACTION,0
325,2026-09-01T15:35:16.962128,0.0021,Low,Loyal,False,80.55,No action needed,RULE_LOW_NO_ACTION,0
326,2026-09-01T15:35:16.962128,0.971,High,Loyal,True,108.75,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
327,2026-09-01T15:35:16.962128,0.0611,Low,Established,False,88.75,No action needed,RULE_LOW_NO_ACTION,0
328,2026-09-01T15:35:16.962128,0.0548,Low,Loyal,False,81.2,No action needed,RULE_LOW_NO_ACTION,0
329,2026-09-01T15:35:16.962128,0.0009,Low,Loyal,False,79.6,No action needed,RULE_LOW_NO_ACTION,0
330,2026-09-01T15:35:16.962128,0.0155,Low,New,False,20.45,No action needed,RULE_LOW_NO_ACTION,0
331,2026-09-01T15:35:16.962128,0.9579,High,Loyal,True,100.45,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
332,2026-09-01T15:35:16.962128,0.0374,Low,Loyal,False,89.45,No action needed,RULE_LOW_NO_ACTION,0
333,2026-09-01T15:35:16.963128,0.0012,Low,Established,False,66.25,No action needed,RULE_LOW_NO_ACTION,0
334,2026-09-01T15:35:16.963128,0.0009,Low,Loyal,True,90.8,No action needed,RULE_LOW_NO_ACTION,0
335,2026-09-01T15:35:16.963128,0.018,Low,Loyal,False,71.45,No action needed,RULE_LOW_NO_ACTION,0
336,2026-09-01T15:35:16.963128,0.9945,High,New,False,69.75,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
337,2026-09-01T15:35:16.963128,0.0025,Low,Loyal,False,59.65,No action needed,RULE_LOW_NO_ACTION,0
338,2026-09-01T15:35:16.963128,0.0006,Low,Loyal,False,19.75,No action needed,RULE_LOW_NO_ACTION,0
339,2026-09-01T15:35:16.963128,0.0154,Low,Loyal,False,19.85,No action needed,RULE_LOW_NO_ACTION,0
340,2026-09-01T15:35:16.963128,0.0033,Low,Loyal,False,63.8,No action needed,RULE_LOW_NO_ACTION,0
341,2026-09-01T15:35:16.963128,0.9875,High,New,False,69.55,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
342,2026-09-01T15:35:16.963128,0.0027,Low,Loyal,False,51.1,No action needed,RULE_LOW_NO_ACTION,0
343,2026-09-01T15:35:16.963128,0.996,High,New,False,62.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
344,2026-09-01T15:35:16.964128,0.9997,High,New,False,85.0,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
345,2026-09-01T15:35:16.964128,0.0535,Low,Loyal,True,98.3,No action needed,RULE_LOW_NO_ACTION,1
346,2026-09-01T15:35:16.964128,0.0012,Low,Loyal,False,19.9,No action needed,RULE_LOW_NO_ACTION,0
347,2026-09-01T15:35:16.964128,0.9729,High,Established,False,76.65,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
348,2026-09-01T15:35:16.964128,0.025,Low,Loyal,False,66.4,No action needed,RULE_LOW_NO_ACTION,0
349,2026-09-01T15:35:16.964128,0.9951,High,Established,True,100.45,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
350,2026-09-01T15:35:16.964128,0.0015,Low,Established,False,75.9,No action needed,RULE_LOW_NO_ACTION,0
351,2026-09-01T15:35:16.964128,0.9978,High,Loyal,False,85.95,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
352,2026-09-01T15:35:16.964128,0.0816,Low,Established,False,60.65,No action needed,RULE_LOW_NO_ACTION,0
353,2026-09-01T15:35:16.964128,0.0034,Low,Established,False,50.85,No action needed,RULE_LOW_NO_ACTION,0
354,2026-09-01T15:35:16.964128,0.0115,Low,Loyal,False,24.45,No action needed,RULE_LOW_NO_ACTION,0
355,2026-09-01T15:35:16.965127,0.0272,Low,Established,False,59.1,No action needed,RULE_LOW_NO_ACTION,0
356,2026-09-01T15:35:16.965127,0.0861,Low,Loyal,True,109.1,No action needed,RULE_LOW_NO_ACTION,0
357,2026-09-01T15:35:16.965127,0.2497,Medium,Loyal,True,101.3,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
358,2026-09-01T15:35:16.965127,0.0041,Low,Loyal,True,115.85,No action needed,RULE_LOW_NO_ACTION,0
359,2026-09-01T15:35:16.965127,0.9332,High,Established,True,94.9,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
360,2026-09-01T15:35:16.965127,0.9993,High,New,False,35.1,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
361,2026-09-01T15:35:16.965127,0.0039,Low,Established,False,24.65,No action needed,RULE_LOW_NO_ACTION,0
362,2026-09-01T15:35:16.965127,0.0784,Low,Loyal,False,56.15,No action needed,RULE_LOW_NO_ACTION,0
363,2026-09-01T15:35:16.965127,0.0054,Low,Loyal,True,109.45,No action needed,RULE_LOW_NO_ACTION,0
364,2026-09-01T15:35:16.965127,0.0187,Low,Established,False,55.15,No action needed,RULE_LOW_NO_ACTION,0
365,2026-09-01T15:35:16.965127,0.3809,Medium,Loyal,True,115.65,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,1
366,2026-09-01T15:35:16.966128,0.032,Low,Established,False,53.75,No action needed,RULE_LOW_NO_ACTION,0
367,2026-09-01T15:35:16.966128,0.0096,Low,Loyal,False,61.6,No action needed,RULE_LOW_NO_ACTION,0
368,2026-09-01T15:35:16.966128,0.0531,Low,Loyal,False,20.35,No action needed,RULE_LOW_NO_ACTION,0
369,2026-09-01T15:35:16.966128,0.1261,Medium,Established,True,90.6,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
370,2026-09-01T15:35:16.966128,0.8004,High,Established,False,89.75,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
371,2026-09-01T15:35:16.966128,0.4829,Medium,Loyal,True,98.1,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,0
372,2026-09-01T15:35:16.966128,0.0182,Low,Loyal,False,74.25,No action needed,RULE_LOW_NO_ACTION,0
373,2026-09-01T15:35:16.966128,0.0035,Low,Loyal,False,55.0,No action needed,RULE_LOW_NO_ACTION,0
374,2026-09-01T15:35:16.966128,0.9866,High,Loyal,True,90.1,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
375,2026-09-01T15:35:16.966128,0.0778,Low,Established,False,64.9,No action needed,RULE_LOW_NO_ACTION,0
376,2026-09-01T15:35:16.966128,0.0019,Low,Loyal,False,56.3,No action needed,RULE_LOW_NO_ACTION,0
377,2026-09-01T15:35:16.967128,0.0083,Low,Established,False,89.05,No action needed,RULE_LOW_NO_ACTION,0
378,2026-09-01T15:35:16.967128,0.9717,High,Loyal,True,112.95,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
379,2026-09-01T15:35:16.967128,0.0015,Low,Established,False,19.45,No action needed,RULE_LOW_NO_ACTION,0
380,2026-09-01T15:35:16.967128,0.0018,Low,Loyal,True,100.7,No action needed,RULE_LOW_NO_ACTION,0
381,2026-09-01T15:35:16.967128,0.0021,Low,New,False,20.05,No action needed,RULE_LOW_NO_ACTION,0
382,2026-09-01T15:35:16.967128,0.0044,Low,Established,False,19.35,No action needed,RULE_LOW_NO_ACTION,0
383,2026-09-01T15:35:16.968129,0.3231,Medium,New,False,87.95,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
384,2026-09-01T15:35:16.968129,0.9897,High,Established,False,59.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
385,2026-09-01T15:35:16.968129,0.0061,Low,Established,False,55.3,No action needed,RULE_LOW_NO_ACTION,0
386,2026-09-01T15:35:16.968129,0.9571,High,New,False,49.25,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
387,2026-09-01T15:35:16.968129,0.9517,High,Established,False,80.8,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
388,2026-09-01T15:35:16.968129,0.1449,Medium,Loyal,False,20.45,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
389,2026-09-01T15:35:16.968129,0.9964,High,Established,True,99.1,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
390,2026-09-01T15:35:16.968129,0.001,Low,Loyal,False,19.55,No action needed,RULE_LOW_NO_ACTION,0
391,2026-09-01T15:35:16.969130,0.0025,Low,Loyal,False,75.65,No action needed,RULE_LOW_NO_ACTION,0
392,2026-09-01T15:35:16.969130,0.0276,Low,Loyal,True,105.5,No action needed,RULE_LOW_NO_ACTION,0
393,2026-09-01T15:35:16.969130,0.001,Low,Loyal,False,35.8,No action needed,RULE_LOW_NO_ACTION,0
394,2026-09-01T15:35:16.969130,0.0012,Low,Established,False,25.15,No action needed,RULE_LOW_NO_ACTION,0
395,2026-09-01T15:35:16.969130,0.0059,Low,Loyal,False,19.2,No action needed,RULE_LOW_NO_ACTION,0
396,2026-09-01T15:35:16.969130,0.0256,Low,Established,False,40.1,No action needed,RULE_LOW_NO_ACTION,0
397,2026-09-01T15:35:16.969130,0.0407,Low,Loyal,True,103.15,No action needed,RULE_LOW_NO_ACTION,0
398,2026-09-01T15:35:16.969130,0.0005,Low,Loyal,False,20.5,No action needed,RULE_LOW_NO_ACTION,0
399,2026-09-01T15:35:16.970128,0.9948,High,New,False,45.85,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
400,2026-09-01T15:35:16.970128,0.002,Low,Loyal,True,114.45,No action needed,RULE_LOW_NO_ACTION,0
401,2026-09-01T15:35:16.970128,0.0026,Low,New,False,20.7,No action needed,RULE_LOW_NO_ACTION,0
402,2026-09-01T15:35:16.970128,0.0074,Low,Loyal,False,80.95,No action needed,RULE_LOW_NO_ACTION,0
403,2026-09-01T15:35:16.970128,0.7228,High,Established,False,59.1,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
404,2026-09-01T15:35:16.970128,0.0008,Low,Loyal,False,19.55,No action needed,RULE_LOW_NO_ACTION,0
405,2026-09-01T15:35:16.970128,0.0951,Low,Established,False,48.85,No action needed,RULE_LOW_NO_ACTION,0
406,2026-09-01T15:35:16.970128,0.9982,High,New,False,19.85,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
407,2026-09-01T15:35:16.971127,0.0054,Low,Established,False,78.75,No action needed,RULE_LOW_NO_ACTION,0
408,2026-09-01T15:35:16.971127,0.4842,Medium,Loyal,True,98.35,Loyalty reward,RULE_MEDIUM_HIGH_VALUE_REWARD,1
409,2026-09-01T15:35:16.971127,0.014,Low,Loyal,False,35.45,No action needed,RULE_LOW_NO_ACTION,0
410,2026-09-01T15:35:16.971127,0.8764,High,New,False,20.2,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
411,2026-09-01T15:35:16.971127,0.9995,High,Established,True,89.85,Personalized discount,RULE_HIGH_VALUE_DISCOUNT,1
412,2026-09-01T15:35:16.971127,0.9841,High,New,False,74.9,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
413,2026-09-01T15:35:16.971127,0.9991,High,Loyal,True,91.15,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
414,2026-09-01T15:35:16.971127,0.153,Medium,Loyal,False,75.5,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
415,2026-09-01T15:35:16.972128,0.0977,Low,Established,False,29.75,No action needed,RULE_LOW_NO_ACTION,0
416,2026-09-01T15:35:16.972128,0.647,High,New,False,20.05,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
417,2026-09-01T15:35:16.972128,0.9914,High,New,False,79.6,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
418,2026-09-01T15:35:16.972128,0.9989,High,New,False,19.3,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
419,2026-09-01T15:35:16.972128,0.9996,High,Established,False,48.75,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
420,2026-09-01T15:35:16.972128,0.0032,Low,Loyal,False,74.75,No action needed,RULE_LOW_NO_ACTION,0
421,2026-09-01T15:35:16.972128,0.0048,Low,Loyal,True,91.3,No action needed,RULE_LOW_NO_ACTION,0
422,2026-09-01T15:35:16.972128,0.7722,High,Established,False,49.15,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,0
423,2026-09-01T15:35:16.973128,0.9989,High,Loyal,True,106.75,Proactive support outreach,RULE_HIGH_VALUE_LOYAL_OUTREACH,1
424,2026-09-01T15:35:16.973128,0.008,Low,Loyal,False,19.1,No action needed,RULE_LOW_NO_ACTION,0
425,2026-09-01T15:35:16.973128,0.0102,Low,New,False,20.8,No action needed,RULE_LOW_NO_ACTION,0
426,2026-09-01T15:35:16.973128,0.3581,Medium,Established,False,75.85,Proactive support outreach,RULE_MEDIUM_LOW_VALUE_OUTREACH,0
427,2026-09-01T15:35:16.973128,0.0445,Low,New,False,69.6,No action needed,RULE_LOW_NO_ACTION,0
428,2026-09-01T15:35:16.973128,0.0005,Low,Loyal,False,19.9,No action needed,RULE_LOW_NO_ACTION,0
429,2026-09-01T15:35:16.973128,0.0005,Low,Loyal,False,20.3,No action needed,RULE_LOW_NO_ACTION,0
430,2026-09-01T15:35:16.973128,0.0008,Low,Established,False,19.7,No action needed,RULE_LOW_NO_ACTION,0
431,2026-09-01T15:35:16.974127,0.0054,Low,Loyal,True,104.0,No action needed,RULE_LOW_NO_ACTION,0
432,2026-09-01T15:35:16.974127,0.0017,Low,New,False,23.9,No action needed,RULE_LOW_NO_ACTION,0
433,2026-09-01T15:35:16.974127,0.0134,Low,Loyal,True,102.6,No action needed,RULE_LOW_NO_ACTION,0
434,2026-09-01T15:35:16.974127,0.0027,Low,Loyal,False,35.0,No action needed,RULE_LOW_NO_ACTION,0
435,2026-09-01T15:35:16.974127,0.999,High,New,False,80.5,Plan downgrade offer,RULE_LOW_VALUE_DOWNGRADE,1
436,2026-09-01T15:35:16.974127,0.0722,Low,Loyal,False,74.1,No action needed,RULE_LOW_NO_ACTION,0
437,2026-09-01T15:35:16.974127,0.0025,Low,Loyal,False,76.8,No action needed,RULE_LOW_NO_ACTION,0
438,2026-09-01T15:35:16.974127,0.0824,Low,Loyal,False,60.55,No action needed,RULE_LOW_NO_ACTION,0
